Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Team_away,MP_away,FG_away,FGA_away,FG%_away,3P_away,3PA_away,3P%_away,FT_away,FTA_away,FT%_away,ORB_away,DRB_away,TRB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,Team_home,MP_home,FG_home,FGA_home,FG%_home,3P_home,3PA_home,3P%_home,FT_home,FTA_home,FT%_home,ORB_home,DRB_home,TRB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,Winner,LogRatio_home,LogRatio_away,RB_aggr_home,RB_aggr_away,eFG%_home,eFG%_away,TS%_home,TS%_away,HomeTeamWon,Elo,Elo_home,Elo_away
51,51,51,51,51,51,"Tue, Oct 25, 2022",Detroit Pistons,240,36,88,0.409,8,28,0.286,19,25,0.76,11,30,41,12,6,1,13,26,99,Washington Wizards,240,44,85,0.518,10,33,0.303,22,26,0.846,9,38,47,26,7,7,11,21,120,0,0.2775339755289089,-0.2775339755289089,0.3,0.2894736842105263,0.5764705882352941,0.4545454545454545,0.6613756613756614,0.5294117647058824,1,1500,1507.3414068541874,1467.1332064729377
52,52,52,52,52,52,"Tue, Oct 25, 2022",Dallas Mavericks,240,41,82,0.5,12,39,0.308,17,24,0.708,11,26,37,18,8,5,11,16,111,New Orleans Pelicans,240,44,76,0.579,12,27,0.444,13,18,0.722,4,22,26,25,7,3,14,21,113,0,0.0257630960650818,-0.0257630960650817,0.1538461538461538,0.5,0.6578947368421053,0.573170731707317,0.7066033016508255,0.635884509624198,1,1500,1507.5,1515.1511020354014
53,53,53,53,53,53,"Tue, Oct 25, 2022",Los Angeles Clippers,240,35,83,0.422,10,31,0.323,14,18,0.778,7,40,47,21,5,14,18,18,94,Oklahoma City Thunder,240,42,110,0.382,4,30,0.133,20,25,0.8,21,39,60,19,12,8,5,13,108,0,0.2002986504858313,-0.2002986504858312,0.525,0.1794871794871795,0.4,0.4819277108433735,0.4675324675324675,0.5404783808647654,1,1500,1499.7642037588137,1477.6602452234856
54,54,54,54,54,54,"Tue, Oct 25, 2022",Golden State Warriors,240,41,91,0.451,10,35,0.286,13,17,0.765,10,30,40,28,7,7,13,28,105,Phoenix Suns,240,47,92,0.511,12,29,0.414,28,34,0.824,14,34,48,31,8,4,13,19,134,0,0.3518436727916497,-0.3518436727916497,0.4666666666666667,0.2941176470588235,0.5760869565217391,0.5054945054945055,0.6735022114997989,0.5541481950601647,1,1500,1529.3528000084657,1485.6471999915343
55,55,55,55,55,55,"Wed, Oct 26, 2022",Orlando Magic,240,35,81,0.432,6,24,0.25,16,21,0.762,10,33,43,19,6,6,16,29,92,Cleveland Cavaliers,240,36,87,0.414,10,33,0.303,21,30,0.7,12,31,43,25,6,3,12,22,103,0,0.1629385711262056,-0.1629385711262054,0.3636363636363636,0.3225806451612903,0.4712643678160919,0.4691358024691358,0.5502136752136753,0.5372576500817565,1,1500,1528.8165594759275,1475.5284471993095
56,56,56,56,56,56,"Wed, Oct 26, 2022",Atlanta Hawks,240,45,91,0.495,8,22,0.364,20,25,0.8,10,36,46,22,6,12,12,20,118,Detroit Pistons,240,42,91,0.462,14,32,0.438,15,22,0.682,10,30,40,23,4,6,13,25,113,1,-0.0624640869466535,0.0624640869466536,0.2777777777777778,0.3333333333333333,0.5384615384615384,0.5384615384615384,0.5895242070116862,0.6113989637305699,0,1500,1467.1332064729377,1491.8528000084657
57,57,57,57,57,57,"Wed, Oct 26, 2022",Brooklyn Nets,240,34,86,0.395,7,27,0.259,24,30,0.8,7,30,37,23,7,6,14,24,99,Milwaukee Bucks,240,39,88,0.443,10,36,0.278,22,29,0.759,14,40,54,21,8,12,18,22,110,0,0.15200309344505,-0.1520030934450499,0.4666666666666667,0.175,0.5,0.436046511627907,0.5827505827505828,0.5345572354211663,1,1500,1521.8617179432097,1485.2357650037134
58,58,58,58,58,58,"Wed, Oct 26, 2022",Charlotte Hornets,265,49,99,0.495,13,31,0.419,20,30,0.667,9,33,42,31,9,5,15,24,131,New York Knicks,265,52,97,0.536,11,30,0.367,19,22,0.864,12,34,46,26,5,11,16,24,134,0,0.032666188920322,-0.032666188920322,0.3636363636363636,0.2647058823529412,0.5927835051546392,0.5606060606060606,0.6578947368421052,0.6202651515151516,1,1500,1521.942168225849,1508.1471999915343
59,59,59,59,59,59,"Wed, Oct 26, 2022",Philadelphia 76ers,240,40,79,0.506,16,36,0.444,13,19,0.684,4,30,34,29,6,2,12,12,109,Toronto Raptors,240,46,84,0.548,16,37,0.432,11,14,0.786,6,33,39,32,9,5,9,21,119,0,0.126633438531017,-0.1266334385310172,0.2,0.1212121212121212,0.6428571428571429,0.6075949367088608,0.6832797427652734,0.6552055782640057,1,1500,1510.979488419964,1496.6330825521402
60,60,60,60,60,60,"Wed, Oct 26, 2022",Indiana Pacers,240,37,86,0.43,16,40,0.4,19,24,0.792,6,32,38,31,5,12,16,18,109,Chicago Bulls,240,43,87,0.494,16,30,0.533,22,24,0.917,9,35,44,34,10,5,17,25,124,0,0.1860119856099489,-0.1860119856099488,0.28125,0.1714285714285714,0.5862068965517241,0.5232558139534884,0.6718682271348071,0.5970639789658194,1,1500,1508.3306228173064,1488.3143211645881
61,61,61,61,61,61,"Wed, Oct 26, 2022",San Antonio Spurs,240,43,95,0.453,16,36,0.444,20,22,0.909,14,27,41,34,6,2,16,18,122,Minnesota Timberwolves,240,52,80,0.65,20,34,0.588,10,16,0.625,0,30,30,37,9,6,16,19,134,0,0.1353518528948863,-0.1353518528948862,0.0,0.4666666666666667,0.775,0.5368421052631579,0.8022030651340997,0.6109775641025641,1,1500,1508.2086703403409,1499.3668806773599
62,62,62,62,62,62,"Wed, Oct 26, 2022",Houston Rockets,240,36,94,0.383,11,40,0.275,18,24,0.75,14,35,49,19,7,2,19,30,101,Utah Jazz,240,38,90,0.422,13,45,0.289,20,30,0.667,11,42,53,28,11,5,15,28,109,0,0.1099728420251317,-0.1099728420251316,0.3142857142857143,0.3333333333333333,0.4944444444444444,0.4414893617021276,0.5641821946169773,0.508662369057212,1,1500,1503.1351149242078,1482.0159871111937
63,63,63,63,63,63,"Wed, Oct 26, 2022",Los Angeles Lakers,240,40,90,0.444,8,30,0.267,11,16,0.688,7,40,47,25,8,4,14,16,99,Denver Nuggets,240,42,92,0.457,9,34,0.265,17,21,0.81,9,45,54,34,12,5,11,17,110,0,0.15200309344505,-0.1520030934450499,0.225,0.1555555555555555,0.5054347826086957,0.4888888888888889,0.5692403229145104,0.5292985457656116,1,1500,1492.748156836111,1488.751843163889
64,64,64,64,64,64,"Wed, Oct 26, 2022",Miami Heat,240,44,87,0.506,15,38,0.395,16,19,0.842,15,31,46,34,13,2,16,22,119,Portland Trail Blazers,240,34,78,0.436,12,37,0.324,18,26,0.692,11,27,38,20,9,4,19,17,98,1,-0.2801079191927353,0.2801079191927352,0.3548387096774194,0.5555555555555556,0.5128205128205128,0.5919540229885057,0.5852842809364549,0.6525553849528405,0,1500,1499.0529671610748,1508.9822899805188
65,65,65,65,65,65,"Thu, Oct 27, 2022",Dallas Mavericks,265,41,81,0.506,20,40,0.5,27,35,0.771,7,30,37,25,8,4,17,23,129,Brooklyn Nets,265,43,93,0.462,12,35,0.343,27,30,0.9,13,32,45,20,10,6,13,28,125,1,-0.0454429707611671,0.0454429707611671,0.4333333333333333,0.21875,0.5268817204301075,0.6296296296296297,0.6275100401606426,0.7271702367531003,0,1500,1485.2357650037134,1515.1511020354014
66,66,66,66,66,66,"Thu, Oct 27, 2022",Los Angeles Clippers,240,44,82,0.537,9,28,0.321,13,18,0.722,10,34,44,21,6,5,19,17,110,Oklahoma City Thunder,240,47,95,0.495,17,38,0.447,7,8,0.875,13,23,36,27,10,4,11,21,118,0,0.1012833358371816,-0.1012833358371817,0.3823529411764705,0.4347826086956521,0.5842105263157895,0.5914634146341463,0.6097560975609756,0.6398324802233597,1,1500,1503.0418326231215,1474.3826163591777
67,67,67,67,67,67,"Thu, Oct 27, 2022",Miami Heat,240,39,88,0.443,14,43,0.326,18,22,0.818,8,23,31,25,16,5,12,15,110,Golden State Warriors,240,46,92,0.5,18,46,0.391,13,15,0.867,16,34,50,30,4,2,19,13,123,0,0.1611547918145802,-0.1611547918145803,0.6956521739130435,0.2352941176470588,0.5978260869565217,0.5227272727272727,0.6453305351521511,0.5924170616113744,1,1500,1493.6501723299832,1500.9793176420699
68,68,68,68,68,68,"Thu, Oct 27, 2022",Memphis Grizzlies,240,49,92,0.533,14,33,0.424,13,18,0.722,11,32,43,27,5,3,12,18,125,Sacramento Kings,240,40,83,0.482,12,38,0.316,18,22,0.818,9,31,40,28,5,2,13,20,110,1,-0.1844245711374274,0.1844245711374275,0.28125,0.3548387096774194,0.5542168674698795,0.6086956521739131,0.6261384335154827,0.6513130471029596,0,1500,1492.4158220237628,1503.6844909585113
69,69,69,69,69,69,"Fri, Oct 28, 2022",Atlanta Hawks,240,55,97,0.567,12,29,0.414,14,18,0.778,10,35,45,31,5,8,6,26,136,Detroit Pistons,240,37,86,0.43,7,32,0.219,31,38,0.816,14,28,42,18,2,4,10,22,112,1,-0.2801079191927353,0.2801079191927352,0.4,0.3571428571428571,0.4709302325581395,0.6288659793814433,0.5934718100890207,0.6735340729001585,0,1500,1453.198639930774,1505.7873665506293
70,70,70,70,70,70,"Fri, Oct 28, 2022",Charlotte Hornets,240,33,86,0.384,11,38,0.289,16,24,0.667,10,37,47,21,3,4,14,18,93,Orlando Magic,240,42,85,0.494,10,37,0.27,19,26,0.731,5,43,48,28,8,5,12,22,113,0,0.2810201513071563,-0.2810201513071564,0.1351351351351351,0.2325581395348837,0.5529411764705883,0.4476744186046512,0.6227954144620811,0.509421560035057,1,1500,1491.9325888903556,1491.7430583004882
71,71,71,71,71,71,"Fri, Oct 28, 2022",Cleveland Cavaliers,265,45,87,0.517,16,35,0.457,26,34,0.765,9,33,42,18,5,2,15,28,132,Boston Celtics,265,42,82,0.512,13,33,0.394,26,32,0.813,5,29,34,28,9,2,19,27,123,1,-0.1018796140192136,0.1018796140192136,0.1515151515151515,0.3103448275862069,0.5914634146341463,0.6091954022988506,0.6907008086253369,0.6985605419136325,0,1500,1487.8254423358846,1531.9365568162395
72,72,72,72,72,72,"Fri, Oct 28, 2022",Philadelphia 76ers,240,43,82,0.524,16,38,0.421,10,11,0.909,7,34,41,25,11,6,14,20,112,Toronto Raptors,240,33,86,0.384,9,39,0.231,15,24,0.625,15,30,45,20,9,5,17,15,90,1,-0.3155018257279293,0.3155018257279294,0.4411764705882353,0.2333333333333333,0.436046511627907,0.6219512195121951,0.492988606485539,0.6633499170812603,0,1500,1495.3604560769995,1512.2521148951046
73,73,73,73,73,73,"Fri, Oct 28, 2022",Indiana Pacers,240,41,81,0.506,15,29,0.517,30,33,0.909,5,36,41,30,4,7,13,19,127,Washington Wizards,240,41,86,0.477,12,30,0.4,23,28,0.821,9,29,38,25,5,3,13,23,117,1,-0.1183199671887612,0.1183199671887612,0.25,0.1724137931034483,0.5465116279069767,0.5987654320987654,0.634765625,0.719465216406073,0,1500,1499.4310843150631,1496.2246437037124
74,74,74,74,74,74,"Fri, Oct 28, 2022",New York Knicks,240,37,93,0.398,12,35,0.343,22,32,0.688,13,41,54,19,6,5,12,19,108,Milwaukee Bucks,240,42,109,0.385,13,45,0.289,22,27,0.815,19,41,60,23,8,8,6,23,119,0,0.139930261144475,-0.139930261144475,0.4634146341463415,0.3170731707317073,0.4449541284403669,0.4623655913978494,0.5176613885505481,0.5397840863654538,1,1500,1529.3634546021306,1514.440431566928
75,75,75,75,75,75,"Fri, Oct 28, 2022",Los Angeles Lakers,240,37,89,0.416,9,29,0.31,19,27,0.704,12,43,55,20,8,5,22,21,102,Minnesota Timberwolves,240,41,99,0.414,13,40,0.325,16,24,0.667,14,35,49,27,13,8,10,21,111,0,0.1219905243786102,-0.1219905243786103,0.3255813953488372,0.3428571428571428,0.4797979797979798,0.4662921348314606,0.5322209436133487,0.5371813777122393,1,1500,1511.5128706067526,1485.4476428974772
76,76,76,76,76,76,"Fri, Oct 28, 2022",Chicago Bulls,240,47,99,0.475,9,27,0.333,21,26,0.808,15,27,42,20,13,3,12,19,124,San Antonio Spurs,240,46,86,0.535,16,38,0.421,21,26,0.808,8,34,42,37,7,3,20,17,129,0,0.0570309450363788,-0.0570309450363788,0.2962962962962963,0.4411764705882353,0.627906976744186,0.5202020202020202,0.703227213257741,0.5920550038197097,1,1500,1499.3668806773599,1508.3306228173064
77,77,77,77,77,77,"Fri, Oct 28, 2022",Utah Jazz,240,38,91,0.418,10,39,0.256,15,19,0.789,8,30,38,24,7,8,9,30,101,Denver Nuggets,240,39,85,0.459,17,37,0.459,22,34,0.647,17,41,58,18,2,4,12,18,117,0,0.2121532368316097,-0.2121532368316097,0.5666666666666667,0.1951219512195122,0.5588235294117647,0.4725274725274725,0.6325692041522492,0.5305736499264551,1,1500,1508.196464310612,1487.6868074497067
78,78,78,78,78,78,"Fri, Oct 28, 2022",New Orleans Pelicans,240,38,86,0.442,15,37,0.405,20,22,0.909,9,24,33,25,10,1,13,21,111,Phoenix Suns,240,48,92,0.522,10,33,0.303,18,20,0.9,14,33,47,33,7,7,12,18,124,0,0.1597804440367691,-0.1597804440367692,0.5833333333333334,0.2727272727272727,0.5760869565217391,0.5290697674418605,0.6431535269709543,0.6109643328929987,1,1500,1536.381690486226,1500.4711095222397
79,79,79,79,79,79,"Fri, Oct 28, 2022",Houston Rockets,240,40,94,0.426,14,38,0.368,17,21,0.81,13,26,39,23,10,6,15,18,111,Portland Trail Blazers,240,48,90,0.533,13,35,0.371,16,20,0.8,11,34,45,30,9,6,15,19,125,0,0.1713684183119811,-0.171368418311981,0.4230769230769231,0.3823529411764705,0.6055555555555555,0.5,0.6620762711864406,0.5627661731900223,1,1500,1506.1854888780088,1474.8834653942597
80,80,80,80,80,80,"Sat, Oct 29, 2022",Miami Heat,240,38,89,0.427,11,28,0.393,26,31,0.839,9,25,34,18,7,3,8,25,113,Sacramento Kings,240,42,76,0.553,14,31,0.452,21,29,0.724,6,37,43,27,1,6,20,29,119,0,0.0746388008927559,-0.0746388008927558,0.24,0.2432432432432432,0.6447368421052632,0.4887640449438202,0.722262685117747,0.5896472552702985,1,1500,1496.0020715845678,1497.3930680812648
81,81,81,81,81,81,"Sat, Oct 29, 2022",Golden State Warriors,265,44,100,0.44,13,44,0.295,12,16,0.75,10,39,49,31,8,6,10,31,113,Charlotte Hornets,265,43,102,0.422,10,31,0.323,24,31,0.774,15,40,55,32,2,2,10,14,120,0,0.0867116331933309,-0.0867116331933308,0.3846153846153846,0.25,0.4705882352941176,0.505,0.5513692335967654,0.5457882534775889,1,1500,1495.2622700115019,1490.1309606189695
82,82,82,82,82,82,"Sat, Oct 29, 2022",Indiana Pacers,240,40,94,0.426,23,46,0.5,22,26,0.846,17,36,53,31,7,1,10,25,125,Brooklyn Nets,240,41,82,0.5,14,39,0.359,20,26,0.769,6,28,34,29,6,9,9,20,116,1,-0.1078032895345148,0.107803289534515,0.1666666666666666,0.6071428571428571,0.5853658536585366,0.5478723404255319,0.6611947104423165,0.6267549137585239,0,1500,1481.846427978819,1499.6139807286067
83,83,83,83,83,83,"Sat, Oct 29, 2022",Philadelphia 76ers,240,39,79,0.494,14,29,0.483,22,27,0.815,8,33,41,28,8,6,17,22,114,Chicago Bulls,240,36,80,0.45,11,31,0.355,26,29,0.897,9,31,40,22,7,3,18,20,109,1,-0.0647056893878153,0.0647056893878152,0.2727272727272727,0.2580645161290322,0.51875,0.5822784810126582,0.6309330863625839,0.671061926065458,0,1500,1508.3306228173064,1512.2521148951046
84,84,84,84,84,84,"Sat, Oct 29, 2022",Atlanta Hawks,240,45,94,0.479,13,29,0.448,12,15,0.8,12,30,42,19,5,2,12,23,115,Milwaukee Bucks,240,45,92,0.489,14,36,0.389,19,29,0.655,14,35,49,24,8,5,11,18,123,0,0.0970244543948647,-0.0970244543948646,0.4666666666666667,0.3428571428571428,0.5652173913043478,0.5478723404255319,0.6251270583451921,0.590955806783145,1,1500,1532.6263174404426,1502.5245037123173
85,85,85,85,85,85,"Sat, Oct 29, 2022",Oklahoma City Thunder,265,44,89,0.494,5,25,0.2,24,31,0.774,9,38,47,25,9,6,15,29,117,Dallas Mavericks,265,38,95,0.4,8,40,0.2,27,34,0.794,12,37,49,17,8,5,16,30,111,1,-0.0759488532332986,0.0759488532332984,0.3157894736842105,0.2432432432432432,0.4421052631578947,0.5224719101123596,0.5415690866510539,0.6105197244834064,0,1500,1511.5291649291567,1506.6637697293663
86,86,86,86,86,86,"Sat, Oct 29, 2022",Memphis Grizzlies,240,50,88,0.568,12,27,0.444,11,15,0.733,10,30,40,24,11,5,20,26,123,Utah Jazz,240,45,87,0.517,19,44,0.432,15,20,0.75,10,24,34,30,8,6,19,17,124,0,0.0116818050476352,-0.0116818050476353,0.3333333333333333,0.4166666666666667,0.6264367816091954,0.6363636363636364,0.6783369803063457,0.6736035049288062,1,1500,1487.6868074497067,1503.6844909585113
87,87,87,87,87,87,"Sun, Oct 30, 2022",New Orleans Pelicans,240,46,93,0.495,15,36,0.417,5,8,0.625,12,38,50,32,9,1,10,15,112,Los Angeles Clippers,240,36,86,0.419,11,39,0.282,8,13,0.615,8,31,39,24,3,6,14,15,91,1,-0.2995602818589078,0.2995602818589079,0.2105263157894736,0.3870967741935484,0.4825581395348837,0.5752688172043011,0.5120414134593743,0.5909666525960321,0,1500,1460.5068350427864,1514.346890838631
88,88,88,88,88,88,"Sun, Oct 30, 2022",Washington Wizards,240,38,98,0.388,7,32,0.219,11,16,0.688,15,36,51,22,5,6,8,20,94,Boston Celtics,240,36,79,0.456,21,47,0.447,19,20,0.95,4,43,47,29,4,5,13,15,112,0,0.2527660703799667,-0.2527660703799667,0.1111111111111111,0.3488372093023256,0.5886075949367089,0.423469387755102,0.671462829736211,0.4629629629629629,1,1500,1503.3263118997506,1483.9302147511971
89,89,89,89,89,89,"Sun, Oct 30, 2022",New York Knicks,240,45,92,0.489,10,27,0.37,8,16,0.5,12,33,45,26,9,2,14,25,108,Cleveland Cavaliers,240,41,89,0.461,23,50,0.46,16,19,0.842,10,33,43,33,3,5,14,22,121,0,0.1639757351111261,-0.1639757351111259,0.303030303030303,0.3636363636363636,0.5898876404494382,0.5434782608695652,0.6492809615797381,0.5653266331658292,1,1500,1539.0591915278314,1507.3177968553364
90,90,90,90,90,90,"Sun, Oct 30, 2022",Golden State Warriors,240,39,92,0.424,12,39,0.308,24,25,0.96,13,29,42,23,8,4,14,24,114,Detroit Pistons,240,40,83,0.482,14,33,0.424,34,38,0.895,12,35,47,24,4,3,15,25,128,0,0.1671099858352582,-0.1671099858352583,0.4137931034482758,0.3714285714285714,0.5662650602409639,0.4891304347826087,0.7005253940455342,0.5846153846153846,1,1500,1461.492898797676,1481.8367017520677
91,91,91,91,91,91,"Sun, Oct 30, 2022",Minnesota Timberwolves,240,40,99,0.404,4,29,0.138,14,20,0.7,16,29,45,21,11,7,11,23,98,San Antonio Spurs,240,36,86,0.419,16,40,0.4,19,25,0.76,14,38,52,27,6,7,19,21,107,0,0.1267571422859387,-0.1267571422859387,0.4827586206896552,0.4210526315789473,0.5116279069767442,0.4242424242424242,0.5846994535519126,0.4738878143133462,1,1500,1502.9891872487558,1507.8905640353566
92,92,92,92,92,92,"Sun, Oct 30, 2022",Orlando Magic,240,37,81,0.457,11,29,0.379,20,27,0.741,11,36,47,20,2,5,12,23,105,Dallas Mavericks,240,41,83,0.494,11,35,0.314,21,28,0.75,5,32,37,15,10,1,4,22,114,0,0.1186444964986189,-0.118644496498619,0.1388888888888889,0.34375,0.5602409638554217,0.5246913580246914,0.6393001345895021,0.6038647342995169,1,1500,1514.83196182962,1488.6297919898923
93,93,93,93,93,93,"Sun, Oct 30, 2022",Houston Rockets,240,38,87,0.437,11,34,0.324,22,26,0.846,17,32,49,18,7,1,15,25,109,Phoenix Suns,240,45,84,0.536,12,40,0.3,22,30,0.733,10,26,36,29,9,8,11,22,124,0,0.1860119856099489,-0.1860119856099488,0.3125,0.6538461538461539,0.6071428571428571,0.5,0.6843267108167771,0.5877911993097498,1,1500,1542.5678375229222,1468.6973183575635
94,94,94,94,94,94,"Sun, Oct 30, 2022",Denver Nuggets,240,41,96,0.427,15,40,0.375,13,18,0.722,13,35,48,24,3,8,9,15,110,Los Angeles Lakers,240,46,96,0.479,13,30,0.433,16,20,0.8,13,38,51,24,5,5,8,17,121,0,0.137503523749935,-0.1375035237499349,0.3714285714285714,0.3421052631578947,0.546875,0.5052083333333334,0.602589641434263,0.5502200880352142,1,1500,1493.438015115436,1500.2060920926533
95,95,95,95,95,95,"Mon, Oct 31, 2022",Sacramento Kings,240,37,85,0.435,17,44,0.386,24,28,0.857,10,32,42,26,8,4,19,19,115,Charlotte Hornets,240,43,84,0.512,14,29,0.483,8,14,0.571,6,32,38,31,11,6,20,26,108,1,-0.0906025487809066,0.0906025487809067,0.1875,0.3125,0.5952380952380952,0.5352941176470588,0.6201194304088194,0.6307591048705573,0,1500,1491.7697226205619,1499.4946189755078
96,96,96,96,96,96,"Mon, Oct 31, 2022",Philadelphia 76ers,240,46,83,0.554,12,30,0.4,14,20,0.7,4,33,37,26,14,3,13,20,118,Washington Wizards,240,38,81,0.469,10,25,0.4,25,26,0.962,9,32,41,22,8,4,15,18,111,1,-0.0882271830117352,0.0882271830117353,0.2727272727272727,0.125,0.5308641975308642,0.6265060240963856,0.6399907749077491,0.6750572082379862,0,1500,1480.7148938990283,1515.4674357472734
97,97,97,97,97,97,"Mon, Oct 31, 2022",Indiana Pacers,240,41,87,0.471,11,39,0.282,16,23,0.696,10,28,38,23,11,5,24,24,109,Brooklyn Nets,240,43,80,0.538,11,30,0.367,19,20,0.95,6,33,39,26,11,9,19,18,116,0,0.0897966703506458,-0.0897966703506456,0.2142857142857142,0.303030303030303,0.60625,0.5344827586206896,0.6872037914691943,0.5920052139908755,1,1500,1485.52525905905,1495.9351496483757
98,98,98,98,98,98,"Mon, Oct 31, 2022",Atlanta Hawks,240,39,84,0.464,11,29,0.379,20,25,0.8,7,30,37,28,1,4,18,27,109,Toronto Raptors,240,46,92,0.5,14,34,0.412,33,40,0.825,12,32,44,25,13,9,6,22,139,0,0.3507567479465809,-0.350756747946581,0.4,0.21875,0.5760869565217391,0.5297619047619048,0.689484126984127,0.6089385474860335,1,1500,1510.669709048501,1487.2152507408157
99,99,99,99,99,99,"Mon, Oct 31, 2022",Detroit Pistons,240,41,92,0.446,8,29,0.276,18,21,0.857,13,30,43,19,9,3,12,24,108,Milwaukee Bucks,240,38,87,0.437,11,40,0.275,23,29,0.793,14,36,50,20,5,5,16,21,110,0,0.0264722113611911,-0.026472211361191,0.4666666666666667,0.3611111111111111,0.5,0.4891304347826087,0.5889912186763762,0.5588904988615193,1,1500,1532.6263174404426,1461.492898797676
100,100,100,100,100,100,"Mon, Oct 31, 2022",Memphis Grizzlies,240,38,92,0.413,6,26,0.231,23,42,0.548,18,34,52,14,8,4,16,17,105,Utah Jazz,240,42,89,0.472,19,47,0.404,18,22,0.818,11,37,48,26,10,6,15,30,121,0,0.2046177196084717,-0.2046177196084719,0.3235294117647059,0.4864864864864865,0.5786516853932584,0.4456521739130434,0.6447144075021313,0.5185697352824971,1,1500,1503.3769952694383,1487.9943031387797
101,101,101,101,101,101,"Mon, Oct 31, 2022",Houston Rockets,240,34,88,0.386,8,28,0.286,17,23,0.739,7,37,44,17,9,8,13,16,93,Los Angeles Clippers,240,37,87,0.425,9,36,0.25,12,17,0.706,8,38,46,23,7,10,13,18,95,0,0.0306967972229164,-0.0306967972229163,0.2162162162162162,0.1842105263157894,0.4770114942528735,0.4318181818181818,0.5234736610094777,0.4996776273372018,1,1500,1460.5068350427864,1468.6973183575635
